source,type,Question in English,Question in Dagbani,Question (Dagbani),Answer (Dagbani),Question (English),Answer (English),Personal pronouns (Dagbani),Personal pronoun (English),Negation (Dagbani),Negation (English),Dagbani,English,line_index,content,Singular,Plural,Translation,Day,Dagbaŋ Month,English Month,Dagbanli,Alternative/Plural
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,table_row,,,,,,,,,,,Biɛri bohibu,Revenge,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,1.0,Dagbani Folktales (Dagbani Salima Salimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,3.0,"Dagbani folktales are fictional stories originating in popular culture, typically passed on by word of mouth from generation to generation. They are intended to teach lessons or entertain, and can be about people, animals, trees, myths, spirits, rivers, mountains, etc.",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,4.0,Examples of Dagbani Folktales,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,5.0,Kpatindariga Mini Yɛm Chuɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,6.0,Tipawumli Sanyoo,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,7.0,Kunduŋ Lɛbi Piɛɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,8.0,Naɣ' lantabili Mini Buŋa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,9.0,Kunduŋ Mini Bubil' Kpibiga,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,10.0,Zɔm Mini O Zo Gbarigu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,11.0,Laɣ' Yubo Pam Tiligiri Nyɛvili,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,12.0,Bɔntimaŋ Mini O Bia Suhuyini,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,13.0,Structure of Dagbani Folktales,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,14.0,Piligu => Beginning,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,15.0,Sunsuuni => Middle,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,16.0,Bahigu => End,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,17.0,"Sample Folktale: ""Kunduŋ Lɛbi Piɛɣu"" by Adam S. Yidana",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,18.0,"Di daa yaa niŋla lala ka niŋ lala, ka Kunduŋ daa be m-bɔri ni o gbahi piɛri ŋubi...",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,20.0,[Full story text in Dagbani],,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,22.0,"...Dinzuɣu, a kpee yi tɛhiri a din be nyin miri ka a yɛli ni a ni bohi o biɛri. Tiɛhimi o tiɛhi suma, ka lihimi Naawuni. O tiɛhi biɛri maa ni ti lahi ŋmaligi n-di o",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,23.0,"Key Words from ""Kunduŋ Lɛbi Piɛɣu""",,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,24.0,Dagbani English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,25.0,Kunduŋ Hyena,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,26.0,Piɛɣu Sheep,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,27.0,Napɔɣu sheep pen,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,28.0,Piɛgula shepherd,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,29.0,Chɛfirinima Idol worshippers,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,30.0,Buɣili Idol,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,31.0,Buɣili malibu Pacifying idols,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,32.0,Buɣugɔrigu Shrine,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,33.0,Tilsi Pestles,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,34.0,Tɛhi biɛri Evil intentions,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,35.0,Biɛri bohibu Revenge,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,36.0,Moral Lessons,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,37.0,The story emphasizes the need to avoid having evil intentions against others; the evil you plot against others would come back to you.,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,38.0,Importance of Dagbani Folktales,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,39.0,Promotes our culture,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,40.0,Teaches moral lessons,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,41.0,Entertains us,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,42.0,Helps in developing oral skills,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=03-dagbani-folktales-dagbani-salima-salimbu,raw_text_line,,,,,,,,,,,,,43.0,Lesson By: Musah Fuseini,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Asiba,Morning,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Agbaa,Mid-day,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Wuntaŋ ni,Afternoon,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Zaawuni,Evening,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Yuŋ,Night,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Yuŋtisuɣu,Midnight,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Atani,Monday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Atalaata,Tuesday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Alaaba,Wednesday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Alaamishi,Thursday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Alizumba,Friday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Asibiri,Saturday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,table_row,,,,,,,,,,,Alahari,Sunday,,,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,0.0,Learn Dagbanli (Dagbanli Bↄhimbu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,1.0,Telling Time in Dagbani (Dagbani Saha Wuhibu),,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,2.0,Mark Complete,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,3.0,Times of the Day,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,4.0,Dagbani English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,5.0,Asiba Morning,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,6.0,Agbaa Mid-day,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,7.0,Wuntaŋ ni Afternoon,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,8.0,Zaawuni Evening,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,9.0,Yuŋ Night,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,10.0,Yuŋtisuɣu Midnight,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,11.0,Days of the Week,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,12.0,Dagbani English,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,13.0,Atani Monday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,14.0,Atalaata Tuesday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,15.0,Alaaba Wednesday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,16.0,Alaamishi Thursday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,17.0,Alizumba Friday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,18.0,Asibiri Saturday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,19.0,Alahari Sunday,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,20.0,Months of the Year in Dagbani,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,21.0,Buɣum,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,22.0,Damba Bilaa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,23.0,Damba,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,24.0,Gaambanda,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,25.0,Bandacheena,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,26.0,Kpini Bilaa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,27.0,Kpini,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,28.0,Nolori Bilaa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,29.0,Nolori,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,30.0,Konyuri Chuɣu,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,31.0,Chimsi Bilaa,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,32.0,Chimsi,,,,,,,,
https://learndagbani.org/courses/learn-dagbanli/?unit=unit-4&lesson=04-telling-time-in-dagbani-dagbani-saha-wuhibu,raw_text_line,,,,,,,,,,,,,33.0,Lesson By: Musah Fuseini,,,,,,,,
